age,MonthlyIncome,DebtRatio,NumberOfOpenCreditLinesAndLoans,NumberOfDependents,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTime60-89DaysPastDueNotWorse,NumberOfTimes90DaysLate,RevolvingUtilizationOfUnsecuredLines,SeriousDlqin2yrs
70,890.42,0.1282,7,2,0,0,0,0.8107,0
22,3708.28,0.0553,5,3,0,0,0,0.5978,0
60,3471.36,0.164,10,1,0,1,0,0.3301,0
27,1598.94,0.1543,6,0,1,0,1,0.6415,1
37,5448.31,0.1673,9,3,1,0,0,0.1843,1
69,2357.37,0.4824,7,0,0,0,0,0.8043,1
35,2938.87,0.4089,7,1,0,0,0,0.3738,0
68,11039.88,0.1485,9,1,0,0,0,0.2706,0
48,6674.06,0.0355,7,2,0,0,0,0.8107,1
34,5139.4,0.4133,6,0,1,0,1,0.2202,1
40,4575.48,0.2739,3,1,0,0,0,0.3525,1
52,3298.4,0.4949,3,1,1,0,0,0.3057,0
66,12083.86,0.4953,7,0,0,0,0,0.2964,0
56,5891.7,0.212,3,1,0,0,1,0.6419,1
76,2322.2,0.1707,3,1,0,0,0,0.0704,0
72,1571.74,0.1918,7,1,0,0,0,0.1026,0
65,5115.87,0.3617,6,2,0,1,0,0.5264,0
56,3520.92,0.2323,4,2,0,0,0,0.1845,1
38,1544.78,0.1462,12,2,1,0,0,0.5156,1
45,4708.63,0.1566,9,0,0,0,0,0.4141,1
28,3098.22,0.1115,6,1,0,0,0,0.6478,1
43,5006.03,0.5712,10,0,0,0,0,0.4909,1
75,4745.94,0.6115,2,1,0,0,0,0.1839,1
46,2527.64,0.1767,3,1,0,0,0,0.1324,0
27,5322.55,0.4475,6,2,0,0,0,0.4889,1
59,2700.67,0.1197,5,0,0,0,0,0.698,1
77,2808.12,0.2311,3,0,1,0,1,0.1094,1
72,2645.56,0.3755,12,2,1,0,0,0.5713,1
37,7176.63,0.4201,5,3,0,0,0,0.4572,0
47,3076.83,0.3352,7,2,0,0,0,0.3543,1
52,8295.48,0.1289,7,2,1,0,0,0.0701,0
35,10615.72,0.531,8,0,0,0,0,0.3415,0
36,2337.34,0.0988,5,1,0,1,0,0.297,1
34,631.06,0.3182,9,2,0,1,0,0.3005,0
79,6813.8,0.7347,9,0,1,1,0,0.0698,1
65,2965.55,0.1798,5,1,0,0,0,0.5826,1
70,2165.24,0.3913,6,2,2,1,0,0.3425,1
69,2557.46,0.3291,6,0,0,1,0,0.0937,1
77,2838.73,0.3598,5,2,0,0,0,0.1193,0
27,7929.27,0.3096,5,0,0,0,1,0.4743,0
73,4007.6,0.3766,3,1,0,0,0,0.6312,0
24,7864.85,0.2657,5,2,0,0,0,0.5705,1
49,4897.75,0.3258,9,1,0,0,0,0.1275,0
56,3024.38,0.4072,8,1,0,0,0,0.1819,0
42,2880.69,0.5857,7,1,1,0,0,0.1088,1
29,5099.84,0.38,6,1,0,0,0,0.2915,0
32,5956.6,0.1881,5,1,2,0,0,0.1585,0
69,6621.49,0.2542,7,1,0,0,0,0.3513,0
39,3112.17,0.3291,8,2,0,0,0,0.2908,1
39,4044.54,0.2021,8,0,0,1,0,0.1193,1
75,5168.95,0.096,5,1,0,1,0,0.636,1
29,2891.76,0.2243,6,1,2,0,0,0.4766,1
75,1842.79,0.2236,9,1,0,0,0,0.4061,1
75,2244.5,0.1251,8,1,1,0,0,0.182,1
56,3150.7,0.1765,8,0,0,0,0,0.2008,1
30,5417.15,0.0254,7,0,0,0,1,0.1564,0
30,7749.52,0.1863,9,0,0,0,0,0.7164,0
37,1613.84,0.2989,5,0,0,0,0,0.3786,0
55,2544.25,0.199,4,0,0,0,0,0.2182,0
30,2937.41,0.2106,7,0,0,1,0,0.2738,1
47,5865.42,0.702,5,0,1,0,0,0.3219,0
27,2652.17,0.3549,8,0,1,0,0,0.2315,1
52,2813.43,0.2898,11,0,0,0,0,0.0287,0
22,1560.57,0.3099,6,2,0,0,0,0.0191,1
62,4866.08,0.2477,10,1,1,0,0,0.2452,0
24,3304.9,0.2205,2,4,0,0,0,0.4846,1
32,2459.15,0.2056,10,1,0,0,0,0.1934,1
31,3115.96,0.1148,10,1,0,0,0,0.534,1
70,7159.51,0.4824,4,1,0,0,0,0.2728,1
24,1992.35,0.1523,5,2,0,0,1,0.0502,0
46,2197.34,0.3622,4,0,0,0,0,0.4599,0
55,7718.32,0.0301,5,0,1,0,0,0.3501,0
51,3810.31,0.2021,9,0,0,1,0,0.0089,0
61,5441.73,0.3423,7,1,1,0,0,0.2948,0
68,4633.42,0.4003,5,1,0,0,0,0.1044,1
44,3564.57,0.0856,3,2,0,0,0,0.5155,0
69,2954.31,0.2162,8,1,0,0,0,0.2367,0
39,5996.52,0.4341,6,1,1,0,1,0.4188,1
79,7312.95,0.1139,7,2,0,0,0,0.6752,0
50,6977.97,0.1222,4,0,0,1,0,0.0734,1
64,1787.76,0.1576,9,2,1,0,0,0.1707,0
72,7966.07,0.373,5,2,0,0,0,0.579,1
67,2937.28,0.304,4,2,0,0,0,0.5368,0
71,2314.58,0.3429,6,1,0,0,0,0.2797,0
52,3289.21,0.1218,5,0,0,0,1,0.1287,0
23,5994.98,0.0739,3,3,0,0,0,0.7468,0
50,5035.55,0.5791,9,2,0,0,0,0.5571,0
31,3123.68,0.1593,8,0,0,0,0,0.4224,1
73,6018.54,0.0608,6,2,0,0,1,0.4161,1
34,3959.67,0.1916,5,1,0,0,0,0.0754,0
34,2581.74,0.393,5,0,0,0,0,0.4804,1
35,2380.77,0.3923,8,1,1,0,0,0.3724,1
58,4657.07,0.5265,4,0,0,0,2,0.2923,0
54,3465.07,0.1198,4,2,0,0,0,0.1468,0
76,1595.11,0.4112,9,0,0,1,0,0.2908,0
45,6052.92,0.0689,5,0,1,0,0,0.2154,0
37,2729.39,0.0655,7,2,0,1,0,0.6297,0
23,9464.2,0.3277,5,1,0,0,0,0.2502,0
21,1569.02,0.2771,3,0,0,0,0,0.0982,0
43,3266.83,0.4966,6,1,1,0,0,0.8014,1
75,2392.31,0.1125,2,0,0,0,0,0.2743,1
51,2027.88,0.5939,8,2,0,0,0,0.837,1
73,2718.74,0.3959,7,0,1,0,0,0.3032,0
26,10533.76,0.3559,9,2,0,1,0,0.7087,1
26,3968.02,0.0885,3,1,1,0,1,0.3265,1
70,2264.2,0.4105,5,0,0,0,0,0.6212,1
27,1215.39,0.5329,6,1,0,1,0,0.4038,0
24,1296.19,0.223,8,0,0,0,0,0.0902,1
44,2638.91,0.5833,6,0,0,0,0,0.1436,0
75,2489.38,0.081,4,0,0,0,0,0.6926,0
61,3182.97,0.1112,9,2,0,0,0,0.0361,1
26,931.4,0.1331,6,2,1,0,0,0.4736,1
70,3446.07,0.0739,6,1,1,0,0,0.1978,1
70,6745.55,0.5404,7,1,0,0,0,0.2418,0
68,9640.27,0.0812,3,1,0,0,0,0.5145,1
74,1168.33,0.1449,3,0,2,0,0,0.066,1
35,2251.08,0.1025,10,0,0,0,0,0.2728,0
78,2180.83,0.505,9,0,0,0,0,0.4265,0
39,3973.62,0.3808,7,1,2,0,0,0.3715,1
68,1751.34,0.1373,4,1,0,0,0,0.3084,0
55,9990.18,0.13,5,2,2,1,1,0.3609,1
66,3737.28,0.5153,0,2,1,0,0,0.2407,1
58,3381.63,0.2483,5,1,0,0,0,0.49,1
58,9467.58,0.1626,6,1,0,0,0,0.3216,0
57,3606.06,0.5436,4,0,0,0,0,0.4885,0
66,4629.4,0.0395,6,2,0,0,0,0.743,0
64,2320.46,0.0943,8,1,1,0,0,0.0889,0
28,1599.9,0.1173,6,3,1,0,0,0.1093,0
69,2524.46,0.1346,8,2,0,0,1,0.492,1
52,13523.52,0.1698,3,2,2,0,0,0.255,0
40,5323.11,0.1932,8,0,1,0,0,0.4247,1
51,4292.91,0.5175,7,1,1,0,0,0.2348,0
78,2026.72,0.2657,7,0,0,0,0,0.3331,1
71,6290.21,0.0759,9,1,0,0,0,0.1785,0
70,1612.25,0.2309,8,0,0,0,0,0.22,1
48,1421.92,0.1107,4,1,1,0,0,0.4468,0
67,2603.65,0.1463,7,0,0,0,0,0.1659,1
43,11762.77,0.5471,7,0,0,0,0,0.7215,0
61,11370.03,0.3361,6,1,0,0,0,0.4893,0
58,2777.36,0.5254,8,0,1,0,0,0.4615,1
35,2429.6,0.2372,10,0,0,0,0,0.1976,1
36,1360.74,0.0558,8,0,0,0,0,0.2918,1
24,3815.47,0.1036,7,3,0,0,0,0.4833,1
29,4012.65,0.5194,4,0,0,0,0,0.1561,1
46,5847.29,0.4353,5,0,0,0,0,0.6798,0
49,6288.16,0.366,9,0,1,1,1,0.3112,1
30,3234.23,0.4398,5,0,0,0,0,0.5335,1
45,5082.8,0.3503,5,1,0,1,1,0.0398,1
56,2391.36,0.2588,9,1,0,0,0,0.4782,0
34,5025.23,0.2703,7,3,0,0,0,0.9007,1
40,2685.6,0.0641,8,2,1,0,0,0.0589,0
42,4796.66,0.3138,6,2,1,0,0,0.182,0
50,4569.23,0.177,7,3,0,1,1,0.0673,1
42,3794.4,0.0166,5,3,0,0,1,0.5182,1
64,5864.8,0.2166,6,1,1,0,0,0.5047,1
40,1419.08,0.3055,4,0,0,0,0,0.6944,0
46,1921.86,0.2697,8,1,0,1,0,0.2542,0
43,3096.3,0.6085,5,0,0,0,0,0.2306,1
31,1531.56,0.3822,10,0,1,1,0,0.2199,1
61,2852.3,0.4758,9,1,0,0,0,0.1122,1
34,2908.0,0.5883,4,0,0,0,0,0.474,1
38,7988.92,0.1609,3,1,0,0,0,0.369,0
67,3966.03,0.5101,8,0,0,1,0,0.243,1
76,6752.43,0.1505,7,1,1,0,0,0.5992,0
60,4363.39,0.1373,6,2,0,0,0,0.5217,0
75,2640.17,0.3105,7,2,1,0,0,0.1578,1
71,3945.1,0.2585,5,1,0,0,0,0.4287,1
49,5640.09,0.5526,7,0,1,0,0,0.2121,1
66,7450.53,0.1758,6,1,0,0,0,0.2835,1
40,3363.08,0.1575,8,0,0,1,0,0.16,0
48,1354.91,0.1953,4,0,0,1,0,0.1738,0
52,1298.96,0.0536,5,2,0,0,0,0.136,1
77,2993.36,0.0458,6,4,0,0,0,0.051,0
71,895.39,0.2586,6,0,2,1,0,0.2962,1
49,10689.99,0.6072,9,2,1,0,0,0.0429,0
59,5209.09,0.0778,6,4,1,0,0,0.3291,0
32,2486.42,0.2854,6,2,0,0,0,0.0251,0
68,1870.97,0.553,6,2,0,0,0,0.0611,0
53,6747.12,0.1404,4,1,0,0,1,0.3837,0
52,1866.5,0.1702,3,3,0,0,0,0.1159,1
66,1976.46,0.4037,2,1,0,0,0,0.0455,0
58,2299.47,0.329,8,3,0,0,0,0.2363,0
25,3898.91,0.1555,9,2,0,0,0,0.1813,1
38,5284.21,0.255,4,1,0,0,0,0.2607,1
31,7447.27,0.3733,3,3,0,0,0,0.0687,1
64,6815.69,0.481,10,0,0,0,0,0.2791,0
23,3642.64,0.1586,6,1,2,0,0,0.5506,1
32,6716.44,0.1301,8,1,1,0,0,0.1044,1
56,2434.27,0.3828,7,0,0,0,0,0.3037,1
61,1221.07,0.6003,4,0,1,1,0,0.3841,1
50,2434.07,0.3711,6,0,1,0,0,0.1758,0
71,2244.51,0.3493,4,0,0,0,0,0.0891,0
75,2491.92,0.0509,3,1,0,0,0,0.5212,0
28,2047.5,0.1634,6,1,0,0,0,0.3886,1
77,2760.96,0.1443,6,3,1,0,1,0.6609,0
57,5281.74,0.2833,5,0,0,0,0,0.4316,0
58,10189.92,0.5304,6,4,0,0,0,0.5092,1
26,1293.09,0.3704,3,0,0,0,0,0.0477,1
57,1681.36,0.5068,7,1,1,0,0,0.2346,0
63,2264.55,0.5097,9,0,0,0,0,0.1931,0
55,5764.34,0.5836,5,0,0,0,0,0.0152,1
25,3219.66,0.103,7,1,1,0,0,0.3316,0
51,2357.92,0.2031,8,0,0,0,0,0.0809,0
76,5597.3,0.287,3,0,2,0,0,0.4685,0
63,6462.9,0.2371,8,0,0,0,0,0.2241,0
29,3600.2,0.3464,7,0,0,0,0,0.1087,0
77,2231.14,0.3291,6,1,0,1,0,0.0502,1
77,4281.97,0.2908,7,1,0,0,0,0.4324,0
30,3165.41,0.1703,4,2,0,0,0,0.2359,1
68,3150.74,0.073,6,3,0,0,0,0.0302,0
44,2677.29,0.1507,4,1,1,0,0,0.2968,1
56,6342.26,0.1203,6,2,0,0,0,0.3758,0
47,4229.88,0.1833,2,0,0,0,0,0.1677,1
67,6777.89,0.2042,5,0,0,0,0,0.4877,0
79,8117.65,0.2694,6,0,0,0,0,0.0663,0
67,4795.29,0.127,10,1,0,0,1,0.061,1
75,2686.82,0.2477,4,0,0,0,0,0.4419,0
76,6796.72,0.3043,5,1,0,0,0,0.2855,0
26,4814.55,0.2198,9,3,0,0,1,0.1072,1
35,17361.68,0.2656,6,1,0,0,0,0.2117,0
63,4385.51,0.4331,6,4,0,1,0,0.3206,0
55,5533.7,0.4462,8,0,0,0,0,0.1163,0
23,4334.04,0.2961,4,1,0,0,0,0.5753,1
26,3430.77,0.3266,5,4,0,1,0,0.2421,0
51,3117.31,0.1523,5,0,0,0,0,0.2723,0
57,4343.98,0.2986,6,2,1,0,0,0.2617,0
30,4977.61,0.1888,6,2,0,0,0,0.5652,1
31,7278.16,0.2791,3,2,0,1,0,0.0401,0
28,4382.22,0.7628,5,0,0,0,1,0.0568,1
54,2758.01,0.432,9,2,0,1,0,0.77,1
21,2992.57,0.5902,3,3,0,0,0,0.1876,0
54,1646.22,0.5415,8,0,0,0,0,0.6761,1
49,9864.8,0.317,9,1,0,0,0,0.2739,1
48,2631.46,0.441,9,0,0,0,0,0.4241,0
61,6505.9,0.1499,4,0,0,0,0,0.4434,0
51,4298.11,0.3324,4,1,1,0,0,0.2644,0
63,4368.78,0.2498,9,1,0,0,0,0.3054,0
66,3393.21,0.0672,3,0,1,0,0,0.212,1
75,2269.51,0.4603,6,0,0,0,0,0.5543,1
68,2036.28,0.6081,6,1,0,1,0,0.4556,1
51,10271.0,0.2052,6,2,0,0,1,0.4151,0
50,3898.62,0.1731,3,1,0,0,0,0.5224,1
34,7152.1,0.3783,3,0,1,0,0,0.1032,1
56,8357.75,0.544,6,0,0,1,0,0.2843,0
29,2845.49,0.0763,6,0,1,0,0,0.3708,1
75,4694.3,0.1702,5,0,0,1,0,0.4315,0
70,3740.62,0.3882,5,2,0,0,0,0.2844,1
28,1818.33,0.1369,7,1,1,0,0,0.3824,1
67,3257.49,0.2249,4,2,0,0,0,0.3224,1
27,5179.71,0.0955,8,0,0,0,0,0.2471,1
63,2698.85,0.4133,4,2,0,0,0,0.2742,0
26,2996.18,0.2277,3,0,0,0,0,0.2547,0
49,3281.25,0.2886,5,1,0,0,1,0.1585,1
59,12924.99,0.1984,5,0,0,0,0,0.389,0
63,1211.45,0.1778,5,1,0,0,0,0.3832,0
45,4919.62,0.4609,3,1,1,0,0,0.2376,1
75,3127.52,0.366,4,3,0,0,0,0.248,0
66,2478.99,0.0818,3,1,0,0,0,0.364,0
33,3081.82,0.4624,8,1,0,0,0,0.1918,1
60,5433.97,0.0442,5,1,0,0,0,0.3569,0
64,5623.53,0.3901,7,1,0,0,0,0.5647,1
40,4070.86,0.1837,9,0,2,0,0,0.5488,1
64,7013.87,0.1057,3,1,0,0,0,0.3756,0
74,7795.48,0.1896,11,2,0,0,0,0.1689,0
69,5942.15,0.2061,5,0,1,0,0,0.2821,1
65,2623.55,0.2288,9,6,1,0,0,0.1084,0
58,4898.41,0.3377,8,2,0,1,0,0.059,0
36,4912.41,0.1643,3,2,0,0,0,0.6116,1
67,2231.93,0.2609,3,0,0,0,0,0.8237,0
42,1419.89,0.3193,5,1,0,1,0,0.3116,0
52,1081.75,0.092,6,0,0,0,2,0.5952,1
39,3796.8,0.546,8,0,0,0,1,0.0791,1
39,4353.88,0.4166,5,1,1,0,0,0.4724,1
30,1791.72,0.3669,3,0,0,0,0,0.0507,0
77,6820.03,0.0559,8,1,1,0,0,0.7768,0
29,3989.14,0.0495,7,1,0,0,0,0.622,1
26,8181.83,0.6376,8,2,1,0,0,0.6503,1
76,4547.45,0.1133,7,0,0,0,0,0.8833,1
53,1920.23,0.2996,5,0,2,0,0,0.3008,1
46,4793.27,0.1986,5,0,0,0,0,0.0529,0
64,5442.9,0.5186,6,1,0,0,1,0.121,1
43,2621.3,0.5087,9,1,0,0,0,0.1556,1
28,1532.64,0.3111,5,2,0,0,0,0.2837,1
64,3866.78,0.513,3,1,0,0,0,0.1465,0
31,1997.18,0.5064,3,1,0,1,1,0.1954,1
53,7133.32,0.0813,3,1,0,1,0,0.1421,0
76,2851.77,0.3068,3,2,0,0,0,0.8678,0
76,10247.21,0.1473,2,1,0,0,0,0.1065,0
42,1017.91,0.1024,2,2,1,0,0,0.5612,0
67,3947.66,0.4004,4,3,0,0,0,0.4146,0
57,8583.83,0.2779,8,1,0,0,0,0.2895,1
49,2134.14,0.4195,8,0,0,0,0,0.6585,1
29,3309.26,0.0534,6,1,1,0,0,0.0448,1
43,2858.86,0.2357,9,2,2,0,0,0.5043,1
59,2415.69,0.554,6,2,1,0,0,0.5489,0
79,4216.55,0.2448,4,1,2,0,1,0.1974,0
21,1673.62,0.297,10,1,1,0,0,0.0448,0
63,3406.43,0.0664,6,1,0,0,0,0.1718,0
70,4962.16,0.2894,9,0,1,0,0,0.0768,0
77,3200.12,0.0651,9,1,0,0,0,0.1835,0
46,1997.95,0.4736,4,1,0,0,1,0.5164,1
27,6755.49,0.2663,5,0,2,0,0,0.7339,1
36,5642.9,0.1558,2,1,0,0,0,0.0583,0
71,1949.42,0.6429,8,1,0,0,0,0.3263,1
72,1674.94,0.4208,5,0,0,0,1,0.17,1
58,2056.67,0.3203,4,3,0,0,0,0.3769,0
28,5050.1,0.3024,7,2,0,0,0,0.128,0
28,4295.59,0.1395,4,2,0,0,0,0.3029,0
49,5849.14,0.6381,3,0,2,0,0,0.1007,1
55,2993.83,0.1506,3,0,0,0,1,0.5413,0
22,2090.5,0.1545,5,1,0,0,0,0.1744,0
61,6318.95,0.2691,6,1,0,0,0,0.2006,1
53,2612.16,0.2595,4,1,0,0,0,0.1492,0
21,4072.16,0.2555,3,1,0,0,0,0.0959,0
26,1436.62,0.4696,5,2,1,0,0,0.528,1
47,2586.64,0.1922,4,0,0,0,0,0.6864,0
63,6671.75,0.0461,5,4,1,0,1,0.5099,1
69,2369.03,0.5045,4,0,0,0,1,0.1113,1
46,5935.47,0.3639,5,1,0,1,0,0.6025,1
38,899.09,0.3654,4,0,1,0,0,0.2992,1
78,2602.86,0.6767,6,1,1,2,0,0.1312,0
48,3285.21,0.2006,7,2,1,0,0,0.168,1
39,10358.1,0.336,8,3,0,0,0,0.1358,0
47,1805.44,0.0955,5,1,0,0,0,0.5622,1
21,5445.78,0.4955,5,2,0,0,0,0.2623,0
38,6864.78,0.2475,2,1,0,0,0,0.6519,0
51,2361.63,0.102,5,2,0,0,0,0.5336,1
75,2909.93,0.2485,8,1,0,0,0,0.3681,0
64,3963.87,0.3957,2,3,0,0,0,0.4631,0
67,1496.84,0.3506,2,2,0,0,0,0.2302,0
53,2770.93,0.1856,4,1,0,0,0,0.5663,0
27,7829.6,0.4748,7,2,1,2,0,0.3844,1
44,4982.03,0.3493,5,0,0,0,0,0.0766,1
79,3314.13,0.2242,6,1,0,0,0,0.125,0
23,3896.54,0.3034,8,1,0,0,0,0.3433,0
72,5159.23,0.53,10,1,1,0,0,0.1444,0
61,5787.44,0.2934,4,1,0,0,0,0.2609,1
37,2607.51,0.39,8,0,0,0,0,0.2053,0
66,9143.81,0.1566,8,1,0,0,1,0.3373,0
70,8020.92,0.0915,4,1,0,0,1,0.3068,0
23,5466.29,0.4977,7,2,0,0,0,0.7751,1
27,2195.63,0.5392,5,2,0,0,0,0.2928,1
60,1974.1,0.4089,7,2,0,1,0,0.2657,0
79,2993.02,0.0596,5,1,1,0,0,0.1415,1
22,3776.15,0.1358,7,1,0,0,0,0.6476,0
60,1260.05,0.5367,4,2,0,0,0,0.044,0
29,4899.14,0.154,7,2,0,0,0,0.4553,0
59,7883.11,0.3882,7,4,0,0,1,0.8461,0
57,5145.53,0.5614,4,1,0,0,0,0.1019,0
26,2426.9,0.0314,8,3,0,0,0,0.4759,1
61,2260.54,0.1728,7,0,0,0,0,0.3736,0
73,4358.62,0.1807,7,0,1,0,0,0.6553,1
71,3320.99,0.221,5,1,0,0,0,0.5388,1
22,4749.64,0.1425,6,1,1,0,0,0.241,1
35,5224.07,0.2335,5,2,0,0,1,0.2949,0
35,7010.29,0.4333,9,0,0,0,1,0.6328,0
47,1845.91,0.4476,5,0,0,0,0,0.1329,0
29,4158.76,0.3829,8,1,0,0,1,0.053,1
71,2927.53,0.2952,5,0,0,0,0,0.7216,1
66,3431.73,0.3977,5,1,0,0,0,0.6642,0
68,6115.89,0.6509,5,1,0,0,0,0.13,0
32,6528.13,0.525,3,0,0,0,0,0.4402,0
21,8425.91,0.5372,4,1,0,0,0,0.3155,1
74,4700.17,0.6804,4,0,0,0,1,0.1866,0
38,3408.37,0.529,5,0,0,0,0,0.7616,1
59,3128.39,0.4328,5,2,0,1,0,0.2811,1
74,1285.81,0.1408,9,0,0,0,0,0.121,0
23,8134.27,0.1052,4,0,0,0,0,0.1348,1
21,3001.48,0.2228,6,1,1,0,0,0.3435,1
21,4932.19,0.4215,4,3,0,0,0,0.0793,0
30,5471.99,0.4077,4,0,0,2,0,0.6247,0
24,1724.7,0.1976,14,0,1,0,0,0.6051,1
69,2092.24,0.129,7,2,0,0,0,0.0914,1
56,9211.54,0.1478,6,2,3,0,0,0.6546,1
78,4334.07,0.4822,7,1,1,0,0,0.3989,0
68,2569.97,0.1804,7,3,0,0,0,0.5529,0
77,3375.14,0.3051,4,0,0,0,0,0.4184,1
35,6986.55,0.1555,6,0,2,0,0,0.4462,0
37,6377.87,0.2519,6,1,0,1,0,0.0846,0
71,1510.73,0.1735,6,0,0,1,0,0.27,0
35,9706.69,0.4046,4,0,0,0,0,0.0343,0
24,6500.85,0.3251,10,0,0,1,0,0.3256,1
60,3322.64,0.1478,5,0,0,0,0,0.4855,0
68,1781.06,0.4445,7,1,0,0,0,0.4569,0
78,6852.75,0.0628,8,0,0,0,0,0.6043,1
75,4845.75,0.4414,7,4,0,0,0,0.1851,0
28,1518.26,0.2933,10,1,0,0,0,0.2293,0
66,3167.67,0.3286,4,0,0,0,0,0.3111,0
70,23758.69,0.3474,7,0,1,0,1,0.0183,1
62,3677.18,0.1511,3,0,1,0,0,0.6796,1
69,2332.78,0.2332,7,1,0,0,0,0.3626,0
70,1988.04,0.1819,10,1,0,0,1,0.6725,1
47,10543.44,0.0922,5,3,0,0,0,0.342,1
23,6055.1,0.0802,5,0,0,0,0,0.0449,0
47,8471.51,0.1021,5,0,1,0,0,0.4966,1
32,4225.58,0.2236,2,0,0,0,0,0.1654,0
27,7726.5,0.3242,4,1,2,0,0,0.2945,1
28,2188.58,0.2461,6,1,0,0,0,0.443,1
62,4014.04,0.4794,6,0,0,0,0,0.0015,0
50,4325.28,0.402,9,0,1,0,0,0.2657,1
52,8345.42,0.4189,3,1,0,0,0,0.4657,1
64,4408.57,0.1235,10,3,0,0,0,0.2713,1
53,2501.62,0.5524,5,0,0,0,0,0.0191,0
58,3783.65,0.3898,10,1,0,0,0,0.2232,0
26,1331.62,0.1074,6,1,0,0,0,0.5023,0
71,904.53,0.1914,5,0,2,0,0,0.0187,1
47,5995.74,0.4709,7,0,0,0,0,0.4669,0
30,2907.8,0.0651,9,1,0,0,0,0.5227,0
68,3112.4,0.3788,6,0,0,0,0,0.2953,0
64,5994.32,0.2927,4,0,2,0,0,0.5232,0
24,8418.66,0.3803,3,0,0,0,1,0.2867,1
32,5017.53,0.3648,4,1,0,0,0,0.3656,0
21,11577.79,0.06,2,1,0,1,1,0.0691,1
36,4922.71,0.5127,5,2,0,0,0,0.4944,0
26,4364.8,0.3117,6,1,0,0,0,0.4094,0
62,4205.86,0.4235,4,0,1,0,0,0.1453,1
51,1683.62,0.0765,5,2,0,1,1,0.1645,1
78,6461.39,0.2137,2,0,0,0,1,0.2217,0
65,839.43,0.1224,3,0,0,0,0,0.3479,0
57,2561.24,0.5832,7,1,0,0,1,0.2855,1
51,3691.39,0.4918,1,0,0,0,0,0.5976,1
24,2266.84,0.1517,6,0,0,0,0,0.4875,1
25,2776.5,0.3553,7,0,0,0,1,0.1039,1
57,10977.75,0.0732,7,0,1,0,0,0.1198,0
21,7061.51,0.1542,10,0,2,0,0,0.5481,1
23,2412.7,0.4629,10,3,0,0,0,0.1531,0
33,2746.99,0.0462,7,0,0,0,0,0.225,0
73,1692.22,0.2561,8,0,0,0,0,0.0743,0
48,5558.01,0.2618,7,1,1,0,0,0.6314,1
62,3134.28,0.5259,5,1,1,0,0,0.8674,1
45,1118.92,0.1813,7,1,0,1,0,0.0108,0
31,3867.91,0.7035,9,2,0,0,0,0.12,1
42,4738.08,0.2347,8,0,0,1,0,0.239,0
26,6489.14,0.1162,2,0,0,1,1,0.3851,1
66,3484.18,0.0112,5,1,0,0,0,0.4249,0
31,2911.42,0.3666,3,0,0,0,1,0.3776,0
43,11989.17,0.2402,7,1,0,0,0,0.5601,0
78,3655.37,0.0622,8,0,0,0,0,0.1762,0
55,5606.81,0.3338,6,0,0,0,0,0.422,0
48,2634.05,0.1995,4,2,1,0,0,0.2935,0
53,5507.94,0.3517,5,0,0,1,0,0.4679,1
67,1520.24,0.1503,7,0,0,0,0,0.27,1
36,2759.37,0.2509,5,0,0,0,0,0.6175,1
58,1763.46,0.2685,6,3,0,0,0,0.0378,0
72,2532.64,0.2527,6,1,0,0,0,0.3231,0
54,7710.07,0.3481,6,2,0,0,0,0.4959,0
47,2521.49,0.27,5,3,0,0,0,0.7865,1
29,5602.42,0.306,7,2,0,0,0,0.7152,1
35,9048.54,0.1795,10,0,1,0,0,0.0498,0
76,3581.2,0.1161,3,0,0,0,0,0.117,0
52,6609.48,0.0891,10,2,0,0,1,0.457,0
38,5007.3,0.455,10,1,2,0,0,0.0139,1
45,3904.41,0.1276,3,1,0,0,0,0.2513,1
55,5711.23,0.1033,10,0,1,0,0,0.186,1
52,10981.45,0.8781,8,0,0,1,1,0.3426,1
62,2484.03,0.3164,9,2,0,0,0,0.3801,1
36,2047.71,0.5963,1,0,0,0,0,0.2532,0
59,1976.83,0.2406,8,0,0,0,1,0.1483,1
47,6612.1,0.0542,4,0,0,0,0,0.31,0
76,7169.71,0.023,3,3,0,0,0,0.2778,1
30,2638.0,0.4997,7,1,0,0,0,0.5751,1
29,1010.69,0.0941,7,3,0,0,0,0.3634,0
48,2428.78,0.1773,5,0,0,0,0,0.054,0
50,5057.93,0.2047,12,3,0,0,0,0.6174,0
61,3498.07,0.4377,9,0,0,0,1,0.0628,0
44,4057.04,0.294,5,2,0,0,0,0.4752,1
74,2659.77,0.1532,8,0,0,1,0,0.3723,0
48,6690.56,0.1357,5,0,0,0,2,0.1078,0
28,4473.45,0.0484,8,1,0,0,0,0.3984,1
28,5176.47,0.5767,12,2,0,0,0,0.451,0
78,4005.56,0.2406,8,1,0,1,0,0.3479,0
28,4987.16,0.0236,12,0,0,0,0,0.3497,1
76,4794.11,0.3689,7,0,1,0,0,0.3431,0
37,2086.32,0.2301,8,1,0,0,0,0.1647,1
26,4554.35,0.671,8,1,0,0,0,0.3285,1
38,5854.14,0.4133,6,1,0,0,0,0.6429,0
57,7281.45,0.1399,8,1,0,1,0,0.5717,1
46,4673.5,0.3472,9,0,0,0,0,0.2591,0
67,2040.3,0.1529,5,0,1,1,0,0.0722,1
57,2237.71,0.4119,6,0,0,0,0,0.4065,0
44,2804.31,0.341,6,2,1,0,0,0.3271,0
